"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","Department","salary","left"
"46921",0.4469189626351,0.52,2,146,3,0,0,10,2,"1"
"46931",0.121663353261538,0.796673293476924,5,138,2,0,0,9,2,"1"
"4694",0.126382928448729,0.787234143102542,5,146,2,0,0,9,2,"1"
"46951",0.125641933977604,0.788716132044792,5,145,2,0,0,9,2,"1"
"46961",0.109085060416255,0.869085060416255,7,280,5,0,0,10,2,"1"
"46971",0.1,0.862359361846466,7,258,5,0,0,10,2,"1"
"46981",0.104327211319469,0.864327211319469,7,270,5,0,0,10,2,"1"
"46991",0.102496507340111,0.957503492659889,6,275,4,0,0,10,2,"1"
"4700",0.1,0.966703314352781,6,270,4,0,0,10,2,"1"
"47011",0.105697936571669,0.954302063428331,6,276,4,0,0,10,2,"1"
"47021",0.394110198472627,0.474110198472626,2,131,3,0,0,10,2,"1"
"4703",0.4,0.471234519886784,2,132,3,0,0,10,2,"1"
"4704",0.4,0.476210490623489,2,132,3,0,0,10,2,"1"
"47051",0.384088342227042,0.47,2,143,3,0,0,10,2,"1"
"4706",0.41,0.476585467974655,2,141,3,0,0,10,2,"1"
"4707",0.389108725397382,0.47,2,143,3,0,0,10,2,"1"
"47081",0.376212191414088,0.486212191414088,2,151,3,0,0,10,2,"1"
"47091",0.371249661522452,0.481249661522452,2,152,3,0,0,10,2,"1"
"47101",0.374891179988626,0.484891179988626,2,152,3,0,0,10,2,"1"
"47111",0.397554997135885,0.478777498567942,2,139,3,0,0,10,2,"1"
"47121",0.401750187277794,0.48,2,139,3,0,0,10,2,"1"
"47131",0.403821912761778,0.48,2,139,3,0,0,10,2,"1"
"4714",0.84528991447296,0.998287241626531,4,225,5,0,0,10,2,"1"
"47151",0.746792576718144,0.962470027897507,4,230,5,0,0,10,2,"1"
"47161",0.797209660150111,0.980803512781858,4,227,5,0,0,10,2,"1"
"47171",0.384826861929614,0.485173138070386,2,152,3,0,0,10,2,"1"
"47181",0.379658533129841,0.48,2,153,3,0,0,10,2,"1"
"47191",0.396832923204638,0.466334153590724,2,158,3,0,0,10,2,"1"
"47201",0.11,0.896333949915133,5,301,4,0,0,9,2,"1"
"47211",0.11,0.894009760927875,5,298,4,0,0,9,2,"1"
"47221",0.11,0.862069949163124,5,298,4,0,0,8,2,"1"
"47231",0.365681895809248,0.504318104190752,2,129,3,0,0,9,2,"1"
"47241",0.373450876413845,0.496549123586155,2,131,3,0,0,9,2,"1"
"47251",0.370952515299432,0.499047484700568,2,130,3,0,0,9,2,"1"
"47261",0.769849869664758,0.860150130335242,5,265,5,0,0,9,2,"1"
"47271",0.826796595416963,0.843398297708482,5,264,5,0,0,9,2,"1"
"47281",0.765880744322203,0.843647702271119,5,269,5,0,0,9,2,"1"
"4729",0.643907071172725,0.858781414234545,2,189,2,0,0,9,2,"1"
"47301",0.631554452970158,0.856310890594032,2,206,2,0,0,9,2,"1"
"47311",0.618384229042567,0.853676845808513,2,224,2,0,0,9,2,"1"
"4732",0.365158800664358,0.542579400332179,2,158,3,0,0,9,2,"1"
"4733",0.36342357438989,0.541711787194945,2,158,3,0,0,9,2,"1"
"47341",0.371514003099874,0.545757001549937,2,158,3,0,0,9,2,"1"
"47351",0.1,0.954648384782486,6,309,5,0,0,9,2,"1"
"47361",0.1,0.91713395494502,6,303,5,0,0,9,2,"1"
"47371",0.104530787814874,0.96,6,305,5,0,0,9,2,"1"
"47381",0.722398615896236,0.845520276820753,2,195,2,0,0,9,2,"1"
"47391",0.757241010072175,0.838551797985565,2,202,2,0,0,9,2,"1"
"4740",0.649565482279286,0.859913096455857,2,181,2,0,0,9,2,"1"
"4741",0.483213590916712,0.831796136249322,3,240,3,0,0,8,2,"1"
"47421",0.482223997181281,0.71755839549005,3,248,3,0,0,8,2,"1"
"47431",0.488712394356262,0.749314084656071,3,243,3,0,0,8,2,"1"
"47441",0.782698752498254,0.920475935626309,5,251,5,1,0,8,3,"1"
"47451",0.73,0.920158033736516,5,260,5,1,0,9,3,"1"
"47461",0.834246451482177,0.989784700423479,5,259,5,1,0,9,3,"1"
"47471",0.0903805324761197,0.77057079871418,6,256,5,0,0,9,3,"1"
"47481",0.108538120845333,0.810233154082671,6,259,5,0,0,8,3,"1"
"4749",0.100386882524472,0.867291822328698,6,264,5,0,0,8,3,"1"
"47501",0.746859507965855,0.926859507965855,4,245,5,0,0,9,3,"1"
"47511",0.733029493116774,0.913029493116774,4,251,5,0,0,9,3,"1"
"4752",0.734636341989972,0.914636341989972,4,253,5,0,0,9,3,"1"
"47531",0.43,0.462675100548659,2,128,3,0,0,10,3,"1"
"4754",0.43,0.469318262503948,2,128,3,0,0,10,3,"1"
"4755",0.425040899580345,0.464959100419655,2,130,3,0,0,10,3,"1"
"47561",0.811797448615543,0.946359489723109,5,222,5,0,0,10,3,"1"
"47571",0.751208699746057,0.934241739949212,5,227,5,0,0,10,3,"1"
"47581",0.732565053643193,0.914609678140841,5,232,5,0,0,9,3,"1"
"4759",0.767410798661876,0.894464791971259,5,224,6,0,0,9,3,"1"
"47601",0.742146291155368,0.885707417689264,5,232,6,0,0,10,3,"1"
"47611",0.763254062091,0.869524372546002,5,231,6,0,0,9,3,"1"
"47621",0.109856372391805,0.940143627608195,6,285,4,0,0,3,3,"1"
"47631",0.099125460316427,0.950874539683573,6,283,4,0,0,3,3,"1"
"4764",0.0987394180055708,0.951260581994429,6,283,4,0,0,3,3,"1"
"47651",0.844297849615104,0.85641845865408,5,267,5,0,0,4,3,"1"
"47661",0.894652567834128,0.822477341720369,5,259,5,0,0,3,3,"1"
"47671",0.898235990577377,0.81411602198612,5,262,5,0,0,3,3,"1"
"47681",0.1,0.81,6,306,4,0,0,3,3,"1"
"4769",0.0939858090481721,0.834056763807312,6,301,4,0,0,2,3,"1"
"4770",0.108340517526958,0.868383622688707,6,296,4,0,0,3,3,"1"
"47711",0.401257964905817,0.491496814037673,2,145,3,0,0,3,3,"1"
"4772",0.42979284448782,0.480082862204872,2,146,3,0,0,3,3,"1"
"47731",0.430099754212424,0.480199508424848,2,146,3,0,0,3,3,"1"
"47741",0.445530015174299,0.55,2,151,3,0,0,3,3,"1"
"47751",0.41,0.564970502494834,2,155,3,0,0,3,3,"1"
"47761",0.432084107238334,0.557361369079445,2,156,3,0,0,3,3,"1"
"47771",0.41,0.553166047302075,2,158,3,0,0,3,3,"1"
"47781",0.413082714229822,0.568972428590059,2,154,3,0,0,3,3,"1"
"47791",0.408659083158709,0.567318166317418,2,153,3,0,0,3,3,"1"
"4780",0.1,0.823034813934937,6,294,4,0,0,7,1,"1"
"47811",0.10748900773935,0.914934046436101,6,292,4,0,0,7,1,"1"
"47821",0.1,0.843125962223858,6,299,4,0,0,6,1,"1"
"47831",0.442801993573084,0.46,2,140,3,0,0,6,2,"1"
"47841",0.399957344320137,0.460056874239817,2,132,3,0,0,6,2,"1"
"47851",0.430759826872963,0.46,2,138,3,0,0,6,2,"1"
"47861",0.400521104952786,0.529478895047214,2,151,3,0,0,6,3,"1"
"47871",0.4,0.525824500359595,2,149,3,0,0,6,3,"1"
"47881",0.4,0.521393323163502,2,147,3,0,0,6,3,"1"
"47891",0.488901634574868,0.537289615366608,4,274,3,0,0,7,3,"1"
"47901",0.31789648452308,0.52210351547692,5,295,3,0,0,6,3,"1"
"47911",0.36,0.544300614176318,4,301,2,0,0,6,3,"1"
"47921",0.84727420182433,0.91545159635134,5,226,5,0,0,3,3,"1"
"47931",0.841323901973665,0.92735219605267,5,227,5,0,0,3,3,"1"
"47941",0.819483946370892,0.965774080443662,5,233,5,0,0,3,3,"1"
"4795",0.880362305510789,0.881243976904079,5,257,5,0,0,7,3,"1"
"47961",0.857650235453621,0.907741391970776,5,264,5,0,0,7,3,"1"
"47971",0.859487199606374,0.905598267125897,5,264,5,0,0,7,3,"1"
"47981",0.401020245130639,0.50700674837688,2,142,3,0,0,7,2,"1"
"47991",0.386998226202559,0.50233274206752,2,140,3,0,0,7,2,"1"
"48001",0.41,0.502446292492095,2,147,3,0,0,7,2,"1"
"4801",0.11,0.910311107966118,7,287,4,0,0,7,2,"1"
"48021",0.11,0.924995929177385,7,294,4,0,0,7,2,"1"
"48031",0.11,0.910557950087823,7,287,4,0,0,7,2,"1"
"48041",0.699690848779865,0.646723294772673,4,202,4,1,0,7,2,"1"
"48051",0.754467711248435,0.731701566872653,4,222,5,1,0,7,2,"1"
"48061",0.682351410542615,0.62319120002212,4,198,4,1,0,7,2,"1"
"4807",0.409052518103272,0.535236870474182,2,152,3,0,0,7,2,"1"
"48081",0.43,0.532634141920134,2,157,3,0,0,7,2,"1"
"48091",0.43,0.54937829518225,2,158,3,0,0,7,2,"1"
"48101",0.44,0.513919509006664,2,146,3,0,0,5,2,"1"
"48111",0.44,0.516755589395761,2,147,3,0,0,5,2,"1"
"48121",0.439221023903228,0.511557952193543,2,145,3,0,0,5,2,"1"
"48131",0.882810211884789,0.895164258403238,5,222,5,0,0,5,2,"1"
"48141",0.888588210027665,0.874941264903173,5,224,5,0,0,5,2,"1"
"48151",0.88930825185962,0.872421118491329,5,224,5,0,0,5,2,"1"
"48161",0.43,0.532125741057098,2,150,3,0,0,8,2,"1"
"48171",0.43,0.532631175401621,2,150,3,0,0,8,2,"1"
"48181",0.44669001493603,0.54,2,152,3,0,0,8,2,"1"
"4819",0.885474205096252,0.511680564326234,3,182,5,0,0,1,2,"1"
"48201",0.867458039717749,0.502541960282251,3,204,4,0,0,1,2,"1"
"48211",0.883233281176072,0.527367031767499,3,184,5,0,0,1,2,"1"
"4822",0.865184612050652,0.897592306025326,5,255,5,0,0,9,2,"1"
"48231",0.830694477621,0.88,5,238,5,0,0,9,2,"1"
"48241",0.834684795178473,0.882342397589236,5,241,5,0,0,9,2,"1"
"48251",0.102477170713246,0.87,6,259,5,0,0,9,2,"1"
"48261",0.0982976747164503,0.8465953494329,6,287,5,0,0,10,2,"1"
"48271",0.105509245251305,0.883472264246084,6,288,5,0,0,10,2,"1"
"4828",0.840582422460429,0.886989069525152,4,262,4,1,0,4,2,"1"
"48291",0.84699292736128,0.963915128335357,5,260,3,1,0,4,2,"1"
"48301",0.840654260080773,0.887851120969281,4,262,4,1,0,4,2,"1"
"48311",0.7993820698536,0.994713980949018,4,254,5,0,0,5,2,"1"
"48321",0.882447877954692,0.973020848818123,4,264,5,0,0,5,2,"1"
"4833",0.816799214542843,0.989963850579225,4,256,5,0,0,5,2,"1"
"48341",0.0946265333285555,0.943132666642778,7,303,4,0,0,5,2,"1"
"48351",0.0955987751903012,0.936796325570904,7,301,4,0,0,5,2,"1"
"4836",0.0967131185717881,0.940139355715364,7,301,4,0,0,5,2,"1"
"48371",0.426534349690191,0.553465650309809,3,135,3,0,0,5,2,"1"
"48381",0.423171813145746,0.556828186854255,2,136,3,0,0,5,2,"1"
"48391",0.408162292949855,0.542720764316619,2,137,3,0,0,5,2,"1"
"4840",0.401182121508755,0.46,2,146,3,0,0,8,2,"1"
"48411",0.400682695256546,0.46,2,146,3,0,0,8,2,"1"
"48421",0.440186567672063,0.46,2,148,3,0,0,8,2,"1"
"48431",0.43,0.543449499534909,2,129,3,0,0,8,2,"1"
"48441",0.43,0.548127296199091,2,129,3,0,0,8,2,"1"
"4845",0.443957362258807,0.54,2,133,3,0,0,8,2,"1"
"4846",0.0933636056701653,0.943272788659669,6,305,4,0,0,8,2,"1"
"48471",0.0983828945574351,0.93323421088513,6,306,4,0,0,8,2,"1"
"48481",0.1,0.943217872527894,6,305,4,0,0,8,2,"1"
"4849",0.37,0.46,2,156,3,0,0,8,2,"1"
"4850",0.37,0.46,2,155,3,0,0,8,2,"1"
"4851",0.37,0.46,2,156,3,0,0,8,2,"1"
"48521",0.798281766376458,0.98,4,234,5,0,0,8,2,"1"
"48531",0.801882094908506,0.98,4,234,5,0,0,8,2,"1"
"4854",0.741180081339553,0.989409959330223,4,240,5,0,0,8,2,"1"
"48551",0.8902205828554,0.9002205828554,4,251,5,0,0,8,2,"1"
"48561",0.891682085013017,0.901682085013017,4,250,5,0,0,8,2,"1"
"48571",0.887966661034152,0.897966661034152,4,251,5,0,0,8,2,"1"
"48581",0.389347376027145,0.480326311986428,2,151,3,0,0,8,2,"1"
"48591",0.386514990148135,0.481742504925933,2,151,3,0,0,8,2,"1"
"48601",0.391099778916687,0.48,2,150,3,0,0,8,2,"1"
"48611",0.445041238067206,0.54,2,131,3,0,0,8,3,"1"
"48621",0.459527670429088,0.530472329570912,2,128,3,0,0,8,3,"1"
"4863",0.436908251848072,0.533454125924036,2,134,3,0,0,8,3,"1"
"48641",0.880026440131478,0.95,5,241,5,0,0,8,3,"1"
"48651",0.893406918840483,0.925110378260724,5,237,5,0,0,8,3,"1"
"48661",0.909556938917376,0.949335408376064,5,240,5,0,0,8,3,"1"
"48671",0.874333861034829,0.859555907356553,5,261,5,0,0,7,3,"1"
"4868",0.852462231859099,0.84849244637182,5,265,5,0,0,8,3,"1"
"48691",0.847360216898378,0.847472043379676,5,264,5,0,0,8,3,"1"
"48701",0.391434060283937,0.531434060283937,2,153,3,0,0,8,3,"1"
"48711",0.383482845311519,0.523482845311519,2,153,3,0,0,8,3,"1"
"48721",0.384784936911892,0.524784936911892,2,153,3,0,0,8,3,"1"
"48731",0.89,1,4,225,5,0,0,8,3,"1"
"48741",0.887745480339509,0.996242467232514,4,218,5,0,0,8,3,"1"
"48751",0.874531273855828,1,4,225,5,0,0,8,3,"1"
"48761",0.103664231363218,0.86,6,249,4,0,0,8,3,"1"
"4877",0.100555586975534,0.86,6,247,4,0,0,8,3,"1"
"48781",0.101863803802989,0.86,6,248,4,0,0,8,3,"1"
"4879",0.1,0.88360613618046,6,264,5,0,0,7,3,"1"
"4880",0.1,0.867035927893594,6,266,5,0,0,8,3,"1"
"48811",0.1,0.948449974046089,6,256,5,0,0,8,3,"1"
"48821",0.374926840071566,0.564926840071566,2,151,3,0,0,8,3,"1"
"48831",0.377801890177652,0.567801890177652,2,148,3,0,0,8,3,"1"
"4884",0.372043115017004,0.562043115017004,2,153,3,0,0,8,3,"1"
"48851",0.411638502678834,0.54,2,156,3,0,0,8,3,"1"
"48861",0.394214741575997,0.534214741575997,2,154,3,0,0,8,3,"1"
"48871",0.410371689153835,0.54,2,156,3,0,0,8,3,"1"
"4888",0.842455006993841,0.952455006993841,5,271,5,0,0,7,3,"1"
"48891",0.810070078778081,0.920070078778081,5,264,5,0,0,8,3,"1"
"4890",0.859104669264052,0.969104669264052,5,269,5,0,0,7,3,"1"
"48911",0.1,0.852458034169394,6,284,4,0,0,8,3,"1"
"48921",0.10488161099609,0.87464483298827,6,294,4,0,0,8,3,"1"
"48931",0.10953290514648,0.888598715439439,6,300,4,0,0,8,3,"1"
"48941",0.108541390018072,0.85,6,269,4,0,0,8,3,"1"
"48951",0.105932557056658,0.861865114113316,6,276,4,0,0,8,3,"1"
"48961",0.105806530003902,0.85,6,273,4,0,0,8,3,"1"
"48971",0.363535887314938,0.481178629104979,2,154,3,0,0,1,1,"1"
"4898",0.40571450473275,0.49523816824425,2,134,3,0,0,1,1,"1"
"48991",0.42,0.494760814439505,2,132,3,0,0,1,1,"1"
"49001",0.36,0.457297299904749,2,129,3,0,0,1,2,"1"
"49011",0.36,0.451595947940368,2,127,3,0,0,1,2,"1"
"49021",0.36,0.459490346526727,2,129,3,0,0,1,2,"1"
"4903",0.416323363427073,0.486580840856768,2,132,3,0,0,1,3,"1"
"49041",0.404414016064256,0.483603504016064,2,129,3,0,0,1,3,"1"
"4905",0.390551660908386,0.480137915227097,2,127,3,0,0,1,3,"1"
"49061",0.43,0.47,2,137,3,0,0,2,3,"1"
"4907",0.43,0.47,2,140,3,0,0,2,3,"1"
"49081",0.406158811303321,0.47,2,136,3,0,0,2,3,"1"
"49091",0.38718850357458,0.47640574821271,2,135,3,0,0,2,3,"1"
"49101",0.368681501790415,0.492893833930138,2,135,3,0,0,2,3,"1"
"49111",0.388060759752989,0.475969620123506,2,135,3,0,0,2,3,"1"
"49121",0.0999215590651147,0.969529354390688,6,281,4,0,0,2,3,"1"
"4913",0.09,0.914123825551942,6,274,4,0,0,1,3,"1"
"49141",0.0929019296611659,0.927411577966996,6,277,4,0,0,2,3,"1"
"49151",0.428896248219535,0.545551875890233,2,147,3,0,0,2,2,"1"
"49161",0.420263247163966,0.549736752836034,2,146,3,0,0,2,2,"1"
"49171",0.428429453866556,0.554214726933278,2,144,3,0,0,2,2,"1"
"49181",0.415598061154597,0.46,2,134,3,0,0,10,2,"1"
"49191",0.411534844567068,0.46,2,133,3,0,0,10,2,"1"
"49201",0.408400863441639,0.46,2,135,3,0,0,10,2,"1"
"49211",0.904725417001173,0.892637291499414,5,218,5,0,0,9,2,"1"
"49221",0.909052798580378,0.890473600709811,5,217,5,0,0,9,2,"1"
"49231",0.901595681905746,0.919415113329887,5,218,5,0,0,10,2,"1"
"49241",0.390255019387696,0.56,2,155,3,0,0,10,2,"1"
"4925",0.411468304530717,0.56,2,154,3,0,0,10,2,"1"
"49261",0.419558324555401,0.550441675444599,2,150,3,0,0,10,2,"1"
"49271",0.11,0.77400979548227,6,257,4,0,0,10,2,"1"
"4928",0.11,0.78,6,246,4,0,0,10,2,"1"
"49291",0.11,0.7798955760221,6,247,4,0,0,10,2,"1"
"49301",0.09,0.803141146739945,6,284,5,0,0,10,2,"1"
"4931",0.09,0.810376139956061,6,287,5,0,0,10,2,"1"
"49321",0.0919876935193315,0.833975387038663,6,293,5,0,0,10,2,"1"
"49331",0.856847149024252,1,5,221,5,0,0,10,2,"1"
"49341",0.886532090688124,0.96231193954125,5,221,5,0,0,10,2,"1"
"49351",0.861557283806615,1,5,220,5,0,0,10,2,"1"
"49361",0.11,0.771870122207329,6,267,4,0,0,10,2,"1"
"49371",0.11,0.771506266153883,6,266,4,0,0,10,2,"1"
"4938",0.100751305259764,0.807746084220707,6,271,4,0,0,10,2,"1"
"49391",0.10682463076897,0.92317536923103,7,262,4,0,0,10,2,"1"
"49401",0.103742999136448,0.926257000863552,7,260,4,0,0,10,2,"1"
"49411",0.0948325160727836,0.950669935708865,7,260,4,0,0,10,2,"1"
"49421",0.412655480646063,0.542655480646063,2,151,3,0,0,10,2,"1"
"49431",0.416623991923407,0.546623991923407,2,150,3,0,0,10,2,"1"
"49441",0.418817345527932,0.548817345527932,2,150,3,0,0,10,2,"1"
"49451",0.103061925745569,0.957752297017723,7,282,4,0,0,10,2,"1"
"49461",0.106925091496669,0.942299634013325,7,283,4,0,0,10,2,"1"
"49471",0.0909121960052289,0.97,7,263,4,0,0,10,2,"1"
"49481",0.361765470928513,0.51,2,142,3,0,0,10,2,"1"
"49491",0.378268363354728,0.51,2,138,3,0,0,10,2,"1"
"49501",0.373140785307623,0.51,2,139,3,0,0,10,2,"1"
"49511",0.778898075683974,0.988898075683974,4,253,6,0,0,8,2,"1"
"49521",0.777344700840767,0.987344700840767,4,250,6,0,0,8,2,"1"
"49531",0.774948377781548,0.984948377781548,4,246,6,0,0,8,2,"1"
"4954",0.11,0.904550112653524,7,250,4,0,0,9,2,"1"
"49551",0.11,0.861175382230431,7,247,4,0,0,9,2,"1"
"49561",0.11,0.88777052493766,7,256,4,0,0,9,2,"1"
"4957",0.87,0.959705872421619,5,250,6,0,0,9,2,"1"
"49581",0.903565607517958,0.995174205638468,5,250,6,0,0,8,2,"1"
"49591",0.87,0.936505489451811,5,251,6,0,0,9,2,"1"
"49601",0.106304299957119,0.873695700042881,7,279,4,0,0,8,2,"1"
"4961",0.1,0.887831480109598,7,284,4,0,0,9,2,"1"
"4962",0.101746590256225,0.878253409743775,7,281,4,0,0,8,2,"1"
"49631",0.10291079080198,0.878356836792082,7,250,4,0,0,9,2,"1"
"49641",0.101225271166768,0.885098915332928,7,251,4,0,0,9,2,"1"
"49651",0.108796570801642,0.854813716793433,7,245,4,0,0,9,2,"1"
"4966",0.090043326606974,0.900043326606974,6,256,4,0,0,9,2,"1"
"49671",0.0972254309384152,0.907225430938415,6,257,4,0,0,9,2,"1"
"4968",0.102213753671385,0.893893123164307,6,260,4,0,0,9,2,"1"
"49691",0.895866164364852,0.822066917817574,5,259,5,0,0,9,2,"1"
"49701",0.884813744248822,0.827593127875589,5,259,5,0,0,9,2,"1"
"49711",0.840359298563562,0.849820350718219,5,259,5,0,0,9,2,"1"
"49721",0.107547083841637,0.855094167683274,6,245,4,0,0,9,2,"1"
"4973",0.101003908086568,0.842007816173136,6,247,4,0,0,9,2,"1"
"49741",0.106254607890733,0.852509215781465,6,245,4,0,0,9,2,"1"
"49751",0.778355668634176,0.985822165682912,5,228,5,0,0,9,2,"1"
"49761",0.826078076218255,0.994117114327382,5,238,5,0,0,9,2,"1"
"49771",0.802832775667775,0.955665551335551,5,220,5,0,0,9,2,"1"
"49781",0.73587759568356,0.90971420755377,5,267,5,0,0,9,3,"1"
"4979",0.788288532909937,0.880480888183229,5,270,5,0,0,9,3,"1"
"49801",0.784851941689849,0.85,5,274,5,0,0,9,3,"1"
"4981",0.412453107805923,0.467484369268641,2,136,3,0,0,9,3,"1"
"49821",0.391321856535505,0.460440618845169,2,136,3,0,0,9,3,"1"
"49831",0.396977722411975,0.462325907470658,2,136,3,0,0,9,3,"1"
"49841",0.372151041743346,0.547848958256654,2,136,3,0,0,10,3,"1"
"49851",0.367192523884587,0.552807476115413,2,138,3,0,0,10,3,"1"
"49861",0.376433327367995,0.565477775789332,2,136,3,0,0,10,3,"1"
"49871",0.81125177626498,0.830312944066245,5,269,6,0,0,10,3,"1"
"49881",0.847686486877501,0.820578378280625,5,264,6,0,0,10,3,"1"
"49891",0.806208844024222,0.837582311951555,5,269,6,0,0,9,3,"1"
"49901",0.372735789946746,0.470943159786984,2,135,3,1,0,9,3,"1"
"4991",0.378580394291785,0.494321577167138,2,147,3,1,0,9,3,"1"
"49921",0.373538812594488,0.474155250377953,2,137,3,1,0,9,3,"1"
"4993",0.0989563626912423,0.955825450764969,6,263,4,0,0,3,3,"1"
"49941",0.1,0.963572652214207,6,257,4,0,0,4,3,"1"
"4995",0.1,0.963988997533452,6,257,4,0,0,4,3,"1"
"49961",0.10257606790401,0.793255558623932,6,239,5,0,0,2,3,"1"
"49971",0.154133770694025,0.537279606375378,6,181,5,0,0,2,3,"1"
"49981",0.189275188404135,0.505652330436278,6,199,5,0,0,2,3,"1"
"49991",0.407348073653411,0.502044220960233,2,159,3,0,0,3,3,"1"
"50001",0.387837737598456,0.517387420800515,2,160,3,0,0,3,3,"1"
"50011",0.400493207920808,0.51,2,154,3,0,0,3,3,"1"
"50021",0.427680157488212,0.554106614170596,2,138,3,0,1,5,3,"1"
"50031",0.413207162155304,0.558930945948232,2,151,3,0,1,8,3,"1"
"50041",0.422736035143025,0.555754654952325,2,142,3,0,1,6,3,"1"
"50051",0.872322660721839,0.887677339278162,5,232,5,1,0,1,3,"1"
"50061",0.873124117027037,0.886875882972963,5,232,5,1,0,1,3,"1"
"50071",0.808903724886477,0.949246895927936,4,235,5,1,0,3,3,"1"
"50081",0.767318437623326,0.690401221781503,3,239,5,0,0,4,3,"1"
"5009",0.709187974010129,0.600563232561108,3,195,5,0,0,3,3,"1"
"5010",0.587407445372082,0.543754207028542,2,160,4,0,0,3,3,"1"
"5011",0.435745817632414,0.57,2,139,3,0,0,6,3,"1"
"50121",0.458309187046252,0.551690812953748,2,146,3,0,0,6,3,"1"
"50131",0.410032363999635,0.555016181999818,2,133,3,0,0,6,3,"1"
"50141",0.447329884576611,0.494450192372315,2,148,3,0,0,6,1,"1"
"50151",0.438767701007891,0.508720498320181,2,146,3,0,0,6,1,"1"
"50161",0.444779656492174,0.564779656492174,2,147,3,0,0,5,1,"1"
"5017",0.827488820061553,0.846681573251262,4,245,5,0,0,5,2,"1"
"50181",0.811469897388015,0.86804013681598,4,253,5,0,0,5,2,"1"
"50191",0.816405893296469,0.861458808938041,4,250,5,0,0,5,2,"1"
"50201",0.833969645265024,0.956616075441707,4,248,5,0,0,5,3,"1"
"50211",0.844418383021839,0.974030638369732,4,241,5,0,0,5,3,"1"
"50221",0.852387786363252,0.987312977272086,4,236,5,0,0,5,3,"1"
"50231",0.574459675161634,0.874459675161634,5,233,2,0,0,2,3,"1"
"50241",0.56,0.807587704677135,5,244,2,0,0,5,3,"1"
"50251",0.56,0.849063892501872,4,255,2,0,0,3,3,"1"
"50261",0.09,0.934781982521527,6,260,4,0,0,7,3,"1"
"50271",0.0917212117742747,0.927418182338588,6,254,4,0,0,7,3,"1"
"50281",0.10390609852504,0.90914085221244,6,253,4,0,0,7,3,"1"
"50291",0.1,0.82459842693992,7,273,4,0,0,7,3,"1"
"50301",0.1,0.84343046954833,7,277,4,0,0,7,3,"1"
"50311",0.1,0.813353240033612,7,270,4,0,0,7,3,"1"
"50321",0.390031279856339,0.539992180035915,2,149,3,0,0,7,2,"1"
"50331",0.382723607341759,0.536361803670879,2,148,3,0,0,7,2,"1"
"50341",0.372305870023556,0.531152935011778,2,147,3,0,0,7,2,"1"
"50351",0.762143087368458,0.877856912631542,5,275,5,0,0,7,2,"1"
"50361",0.759194746997673,0.880805253002327,5,275,5,0,0,7,2,"1"
"5037",0.76704966164194,0.89852483082097,5,273,5,0,0,7,2,"1"
"50381",0.393135075718164,0.540783768929541,2,149,3,0,0,7,2,"1"
"50391",0.43,0.532088164808229,2,157,3,0,0,7,2,"1"
"50401",0.421089115154464,0.558910884845536,2,147,3,0,0,7,2,"1"
"5041",0.0962215486657806,0.947556902668439,6,288,5,0,0,5,2,"1"
"50421",0.0955170432222076,0.954482956777792,7,288,4,0,0,5,2,"1"
"50431",0.0996252563642338,0.940749487271532,6,296,5,0,0,5,2,"1"
"50441",0.81753354572691,0.95246645427309,4,266,5,0,0,8,2,"1"
"5045",0.790608062157407,0.979391937842593,4,270,5,0,0,8,2,"1"
"5046",0.786218627816997,0.9487562744366,4,260,5,0,0,8,2,"1"
"50471",0.606949396452401,0.99661012070952,3,164,4,0,0,1,2,"1"
"5048",0.634485498778522,0.989408214576542,3,153,4,0,0,1,2,"1"
"50491",0.641428523345385,0.989714295330923,3,180,4,0,0,1,2,"1"
"50501",0.440962960727047,0.54,2,135,3,0,0,9,2,"1"
"50511",0.44,0.5497627101955,2,135,3,0,0,9,2,"1"
"5052",0.44,0.540156153540593,2,135,3,0,0,9,2,"1"
"50531",0.374836964539718,0.49,2,129,3,0,0,10,2,"1"
"5054",0.371485764307436,0.49,2,129,3,0,0,10,2,"1"
"50551",0.360176499783993,0.499911750108004,2,131,3,0,0,10,2,"1"
"50561",0.743623909861781,0.97181195493089,5,238,5,0,0,3,2,"1"
"50571",0.740620805565268,0.970310402782634,5,238,5,0,0,3,2,"1"
"50581",0.765526482323185,0.991052964646369,5,234,5,0,0,4,2,"1"
"50591",0.170510372091085,0.851751728681847,4,295,3,0,0,4,2,"1"
"50601",0.10284689208027,0.869011777532287,4,265,3,0,0,3,2,"1"
"50611",0.14820396262221,0.848033993770368,4,295,3,0,0,3,2,"1"
"50621",0.403478491813876,0.458840502728708,2,140,3,0,0,5,2,"1"
"5063",0.415248167582322,0.454917277472559,2,137,3,0,0,5,2,"1"
"5064",0.429740541225765,0.450086486258078,2,135,3,0,0,5,2,"1"
"50651",0.415227710339241,0.474772289660759,2,157,3,0,0,5,2,"1"
"50661",0.418282327835914,0.471717672164086,2,158,3,0,0,5,2,"1"
"50671",0.414653144909535,0.475346855090465,2,156,3,0,0,5,2,"1"
"50681",0.38,0.503669991786592,2,140,3,0,0,8,2,"1"
"50691",0.38,0.509704814190045,2,140,3,0,0,8,2,"1"
"50701",0.38,0.501280866344459,2,140,3,0,0,8,2,"1"
"50711",0.458429360250011,0.682961667114869,4,212,4,1,0,8,2,"1"
